IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
262144,	524288,	32768,	Conv1,	5.909566250742722,	1.380392156862745,	22.17754010695187,	43.5551990493167,	22.17754010695187,
262144,	524288,	32768,	Conv2,	0.9583554846712742,	13.065390749601276,	0.45743989603638724,	19.316882273022625,	6.404158544509421,
