IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	65536,	131072,	Conv1,	10.933685003767897,	1.3130369253956293,	21.09540316503391,	41.42995478522984,	21.09540316503391,
32768,	65536,	131072,	Conv2,	18.12078201547548,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
