IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	1048576,	1048576,	Conv1,	7.590771162498692,	0.9115831327822539,	7.322800041854138,	28.762974782881656,	14.645600083708276,
32768,	1048576,	1048576,	Conv2,	3.814304025597286,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
