IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	65536,	2097152,	Conv1,	7.590771162498692,	0.9115831327822539,	7.322800041854138,	28.762974782881656,	14.645600083708276,
32768,	65536,	2097152,	Conv2,	18.12078201547548,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
