IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	262144,	32768,	Conv1,	21.01078850191876,	2.523206140033307,	40.53812178698139,	79.61414814278474,	40.53812178698139,
32768,	262144,	32768,	Conv2,	9.536311503060093,	21.31791238976435,	0.7463736687388559,	31.51804732302058,	10.449231362343983,
