IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
1048576,	32768,	32768,	Conv1,	5.909566250742722,	1.380392156862745,	22.17754010695187,	43.5551990493167,	22.17754010695187,
1048576,	32768,	32768,	Conv2,	2.9800247968039675,	40.62708362033338,	1.4224181475869035,	60.06621665059466,	19.91385406621665,
