IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	131072,	262144,	Conv1,	7.319644839067703,	0.8790233074361821,	14.122490162445768,	27.73562203612148,	14.122490162445768,
32768,	131072,	262144,	Conv2,	13.938228561366438,	31.158161648177497,	1.0908962845571404,	46.0666314491988,	15.272547983799965,
