IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	524288,	131072,	Conv1,	10.933685003767897,	1.3130369253956293,	21.09540316503391,	41.42995478522984,	21.09540316503391,
32768,	524288,	131072,	Conv2,	5.844645283241775,	13.065390749601276,	0.45743989603638724,	19.316882273022625,	6.404158544509421,
