IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
131072,	32768,	32768,	Conv1,	11.989374413245711,	1.4870700691303234,	23.891439788341724,	46.9211828966459,	23.891439788341724,
131072,	32768,	32768,	Conv2,	2.9800247968039675,	40.62708362033338,	1.4224181475869035,	60.06621665059466,	19.91385406621665,
