IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	131072,	32768,	Conv1,	21.01078850191876,	2.523206140033307,	40.53812178698139,	79.61414814278474,	40.53812178698139,
32768,	131072,	32768,	Conv2,	13.938228561366438,	31.158161648177497,	1.0908962845571404,	46.0666314491988,	15.272547983799965,
