IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
65536,	1048576,	262144,	Conv1,	6.662749045957905,	0.8158640226628895,	13.107765785592209,	25.742771521550814,	13.107765785592209,
65536,	1048576,	262144,	Conv2,	0.6254373030329314,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
