IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
65536,	1048576,	32768,	Conv1,	16.859360189573458,	2.0644549763033178,	33.16777251184834,	65.13927725118484,	33.16777251184834,
65536,	1048576,	32768,	Conv2,	0.6254373030329314,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
