IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
131072,	1048576,	65536,	Conv1,	9.478728787827672,	1.1756688370837691,	18.888431564387165,	37.09561080935191,	18.888431564387165,
131072,	1048576,	65536,	Conv2,	0.6254373030329314,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
