IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
131072,	65536,	32768,	Conv1,	11.989374413245711,	1.4870700691303234,	23.891439788341724,	46.9211828966459,	23.891439788341724,
131072,	65536,	32768,	Conv2,	2.9712925232361154,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
