IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	262144,	1048576,	Conv1,	7.590771162498692,	0.9115831327822539,	7.322800041854138,	28.762974782881656,	14.645600083708276,
32768,	262144,	1048576,	Conv2,	9.536311503060093,	21.31791238976435,	0.7463736687388559,	31.51804732302058,	10.449231362343983,
