IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
65536,	524288,	32768,	Conv1,	16.859360189573458,	2.0644549763033178,	33.16777251184834,	65.13927725118484,	33.16777251184834,
65536,	524288,	32768,	Conv2,	0.9583554846712742,	13.065390749601276,	0.45743989603638724,	19.316882273022625,	6.404158544509421,
