IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
262144,	2097152,	262144,	Conv1,	2.920768236814284,	0.6822506754375661,	10.961118289674616,	21.52690003524022,	10.961118289674616,
262144,	2097152,	262144,	Conv2,	0.6254373030329314,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
