IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	65536,	262144,	Conv1,	7.319644839067703,	0.8790233074361821,	14.122490162445768,	27.73562203612148,	14.122490162445768,
32768,	65536,	262144,	Conv2,	18.12078201547548,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
