IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	65536,	32768,	Conv1,	21.01078850191876,	2.523206140033307,	40.53812178698139,	79.61414814278474,	40.53812178698139,
32768,	65536,	32768,	Conv2,	18.12078201547548,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
