IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	2097152,	262144,	Conv1,	7.319644839067703,	0.8790233074361821,	14.122490162445768,	27.73562203612148,	14.122490162445768,
32768,	2097152,	262144,	Conv2,	3.814304025597286,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
