IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
131072,	262144,	262144,	Conv1,	5.702782795786226,	0.7073294497330871,	11.36403677918282,	22.31820488359348,	11.36403677918282,
131072,	262144,	262144,	Conv2,	1.5636836778950411,	21.31791238976435,	0.7463736687388559,	31.51804732302058,	10.449231362343983,
