IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
1048576,	131072,	65536,	Conv1,	4.74332315909958,	1.1079740557039297,	17.800839374284624,	34.959652804273176,	17.800839374284624,
1048576,	131072,	65536,	Conv2,	2.285472794506075,	31.158161648177497,	1.0908962845571404,	46.0666314491988,	15.272547983799965,
