IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	262144,	65536,	Conv1,	14.49595364172245,	1.7408332500749326,	27.968428414427017,	54.9281146967729,	27.968428414427017,
32768,	262144,	65536,	Conv2,	9.536311503060093,	21.31791238976435,	0.7463736687388559,	31.51804732302058,	10.449231362343983,
