IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
65536,	65536,	262144,	Conv1,	6.662749045957905,	0.8158640226628895,	13.107765785592209,	25.742771521550814,	13.107765785592209,
65536,	65536,	262144,	Conv2,	2.9712925232361154,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
