IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
1048576,	262144,	262144,	Conv1,	2.920768236814284,	0.6822506754375661,	10.961118289674616,	21.52690003524022,	10.961118289674616,
1048576,	262144,	262144,	Conv2,	1.5636836778950411,	21.31791238976435,	0.7463736687388559,	31.51804732302058,	10.449231362343983,
