IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	1048576,	131072,	Conv1,	10.933685003767897,	1.3130369253956293,	21.09540316503391,	41.42995478522984,	21.09540316503391,
32768,	1048576,	131072,	Conv2,	3.814304025597286,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
