IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	32768,	262144,	Conv1,	7.358251343949691,	0.8836596003651486,	14.19697738107313,	27.881909930013187,	14.19697738107313,
32768,	32768,	262144,	Conv2,	21.319543201896142,	47.65869424692954,	1.6686059039000216,	70.46229260935144,	23.3604826546003,
