IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
65536,	32768,	262144,	Conv1,	6.662749045957905,	0.8158640226628895,	13.107765785592209,	25.742771521550814,	13.107765785592209,
65536,	32768,	262144,	Conv2,	2.9800247968039675,	40.62708362033338,	1.4224181475869035,	60.06621665059466,	19.91385406621665,
