IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
1048576,	262144,	1048576,	Conv1,	3.0040473601546456,	0.7017035157665821,	5.636824936571221,	22.140691071644316,	11.273649873142443,
1048576,	262144,	1048576,	Conv2,	1.5636836778950411,	21.31791238976435,	0.7463736687388559,	31.51804732302058,	10.449231362343983,
