IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
1048576,	65536,	65536,	Conv1,	4.74332315909958,	1.1079740557039297,	17.800839374284624,	34.959652804273176,	17.800839374284624,
1048576,	65536,	65536,	Conv2,	2.9712925232361154,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
