IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
65536,	131072,	65536,	Conv1,	12.326677350890112,	1.5094208862130203,	24.250530601637283,	47.62641313293195,	24.250530601637283,
65536,	131072,	65536,	Conv2,	2.285472794506075,	31.158161648177497,	1.0908962845571404,	46.0666314491988,	15.272547983799965,
