IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	524288,	262144,	Conv1,	7.319644839067703,	0.8790233074361821,	14.122490162445768,	27.73562203612148,	14.122490162445768,
32768,	524288,	262144,	Conv2,	5.844645283241775,	13.065390749601276,	0.45743989603638724,	19.316882273022625,	6.404158544509421,
