IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
2097152,	65536,	524288,	Conv1,	3.0040473601546456,	0.7017035157665821,	5.636824936571221,	22.140691071644316,	11.273649873142443,
2097152,	65536,	524288,	Conv2,	2.9712925232361154,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
