IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	131072,	131072,	Conv1,	10.933685003767897,	1.3130369253956293,	21.09540316503391,	41.42995478522984,	21.09540316503391,
32768,	131072,	131072,	Conv2,	13.938228561366438,	31.158161648177497,	1.0908962845571404,	46.0666314491988,	15.272547983799965,
