IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	32768,	131072,	Conv1,	11.020051648184719,	1.323408780191402,	21.262038584232112,	41.75721555521798,	21.262038584232112,
32768,	32768,	131072,	Conv2,	21.319543201896142,	47.65869424692954,	1.6686059039000216,	70.46229260935144,	23.3604826546003,
