IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	32768,	524288,	Conv1,	7.632298790110468,	0.9165702261967386,	7.3628616517622305,	28.920331404523935,	14.725723303524461,
32768,	32768,	524288,	Conv2,	21.319543201896142,	47.65869424692954,	1.6686059039000216,	70.46229260935144,	23.3604826546003,
