IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
524288,	65536,	32768,	Conv1,	5.909566250742722,	1.380392156862745,	22.17754010695187,	43.5551990493167,	22.17754010695187,
524288,	65536,	32768,	Conv2,	2.9712925232361154,	40.508035346366924,	1.4182500801245363,	59.89020649237672,	19.85550112174351,
