IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	2097152,	32768,	Conv1,	21.01078850191876,	2.523206140033307,	40.53812178698139,	79.61414814278474,	40.53812178698139,
32768,	2097152,	32768,	Conv2,	3.814304025597286,	8.526671870934166,	0.2985322038145353,	12.606489914322337,	4.179450853403495,
